id,price_usd
2264607,303178.2958357226
2264610,226127.3901784706
2264617,351245.3842779656
2264618,211355.49626551248
2264619,295341.81815803517
2264629,112600.62828785069
2264633,121297.68368940306
2264637,478326.81558335025
2264686,351025.5521640187
2264690,165261.05412296447
2264695,266018.0301249294
2264699,264065.94567532826
2264702,208428.1468846983
2264709,189259.91921283884
2264714,157720.49204838907
2264717,146685.00283313895
2264718,213829.38277062066
2264723,293316.5907214518
2264731,265273.3873076631
2264732,1774473.5927525451
2264733,1851086.105136623
2264734,691109.473624684
2264735,184274.54287913398
2264736,1574578.9894941614
2264737,1426066.350625366
2264744,1315010.4950191258
2264745,440805.5987761419
2264747,1509658.6640012856
2264756,273734.7008461758
2264763,123368.84185152847
2264770,98159.70744464544
2264773,514140.6667057701
2264774,622052.6653051107
2264780,463308.83407220116
2264785,168296.8873939103
2264795,103097.45460944975
2264796,307498.03519291355
2264798,388852.9255525368
2264799,326490.6883224336
2264800,183230.22454626014
2264801,358756.509390852
2264807,304616.6349554937
2264808,134834.63014838236
2264811,285452.0249053597
2264812,245373.00614307626
2264813,221844.60640208033
2264818,193401.50340185376
2264835,336992.5228927734
2264838,184703.69591939184
2264847,359891.2675907487
2264851,352486.19895538385
2264878,702102.0767593074
2264880,780974.1430944719
2264888,225094.2099645973
2264890,60586.86462843617
2264893,207163.32783449496
2264896,266858.1036648866
2264920,206632.97960160286
2264924,110776.90091937159
2264925,160678.2352027245
2264927,483648.7559422451
2264929,235318.88735590954
2264940,124051.99021521972
2264943,188381.54229998012
2264946,130297.79687930165
2264952,857313.8810766875
2264960,50048.57458891106
2264970,463256.5124526276
2264971,171608.53427176402
2264975,104890.45902275234
2264976,235107.30117792354
2264981,544598.2581588981
2264986,286629.31368432916
2264989,113899.37119848753
2264992,458340.32805952267
2264994,104919.0106159441
2264997,255575.65959087247
2265009,198933.12273051267
2265015,101665.15067920154
2265019,978664.4630689479
2265023,485495.34836620284
2265028,99586.46708455926
2265029,407246.8405714225
2265031,291999.4134569914
2265038,193073.93819766646
2265045,814664.7342615745
2265046,767897.4191745727
2265055,337436.1958985825
2265057,589698.0416081202
2265059,260336.19334968494
2265060,183234.70771665988
2265063,358679.02316424495
2265085,207981.74952739425
2265086,158927.67738256676
2265087,108156.57384238833
2265097,581620.2588358636
2265098,886248.199378192
2265133,315596.3410900513
2265145,215229.88763806573
2265155,551979.5644902003
2265180,300816.3705089872
2265183,181286.5852682206
2265192,103273.326367753
2265193,454091.76742110634
2265194,288865.8646578325
2265195,1145521.7549226251
2265196,315723.6018834529
2265220,284914.5686874075
2265226,182800.65367390355
2265230,897291.4793340717
2265232,95333.7961221729
2265236,349663.0376079026
2265246,914282.9627398382
2265257,169817.54730745262
2265258,306586.2761668024
2265259,110201.45033401613
2265263,121956.70042640573
2265267,162998.51853667226
2265270,140000.71009834245
2265513,346961.93219944346
2265537,510407.02029586927
2265542,534376.4752491167
2265545,426553.4399509575
2265547,429563.44239387935
2265549,281909.9574763246
2265551,343053.30899481056
2265552,158109.95889035094
2265553,137144.92245442612
2265554,220855.92484516866
2265555,94928.46493704786
2265556,113478.89358659145
2265557,157703.70835822998
2265558,199551.26788434753
2265559,149429.28592747834
2265560,199660.26154535328
2265561,205179.37323485513
2265562,235039.13437824798
2265563,141042.39308197287
2265564,210909.1183555341
2265565,337912.87869009917
2265566,206739.96241074603
2265567,185662.57285455335
2265568,162247.55671522368
2265569,314367.3633880219
2265570,142911.9193319186
2265571,137112.17953713657
2265572,99978.7908305576
2265573,129968.4818767151
2265574,96160.13204633068
2265599,238420.25287558173
2265603,108079.17852213472
2265606,52058.983950458285
2265607,106089.30052017845
2265610,144619.86794200412
2265611,39478.33098338505
2265613,93731.18041821782
2265614,124111.28494529749
2265626,244973.7671105104
2265630,214142.8873014774
2265631,423214.0540838853
2265632,186914.58696887814
2265636,258464.02342198044
2265638,134764.93807179757
2265639,280895.7906928984
2265642,183144.49807088682
2265670,161566.07927863882
2265671,96720.461271676
2265672,40241.24370297662
2265674,388046.3094718532
2265675,282770.9576234701
2265676,166440.66364839108
2265677,172743.0025076034
2265678,111391.88265755185
2265681,129053.2444983673
2265683,145069.15484529073
2265684,214968.43048077833
2265685,165719.68364971707
2265687,196573.97878533858
2265688,78918.84507545164
2265689,174948.01681175522
2265690,166697.28161511227
2265691,101341.60778838633
2265692,66855.22645568315
2265693,82777.49515265222
2265694,138662.60289779946
2265695,113669.39731353785
2265696,92941.13977191856
2265697,127006.44536134944
2265698,160854.88093622623
2265699,97951.31004340516
2265700,142482.7078087957
2265701,93881.77982769885
2265702,174857.05686960346
2265703,86458.70995216376
2265704,102376.01664947625
2265705,233246.0327755947
2265706,176467.43685202522
2265707,103623.40395226015
2265708,1067984.8998996941
2265710,410387.5986663325
2265711,187566.08125456245
2265712,160805.72985837515
2265719,128223.66934533903
2265721,332364.2297976476
2265729,931715.5939271811
2265733,767938.1254817012
2265734,94012.7637111064
2265755,267117.7147517441
2265756,486653.04579578893
2265757,162315.8324149039
2265758,95146.82764460094
2265767,127811.9223557285
2265768,290626.7721128931
2265779,263856.9948811228
2265780,70926.14187844291
2265781,148955.42299643045
2265784,1193938.2566202073
2265785,245390.0585034794
2265786,225542.77519320196
2265787,581983.808538606
2265788,915695.5733262969
2265789,397190.98805664945
2265790,313359.48798302014
2265791,235299.94525803352
2265793,875880.3758757357
2265794,476501.36693373567
2265795,463772.6103588851
2265798,372045.3370542307
2265799,1644184.5615903963
2265800,414512.7176785437
2265801,713803.3161410709
2265804,950889.3912865254
2265805,430787.32596162043
2265809,130225.82546238074
2265810,149010.22079335016
2265813,174002.75897743052
2265816,383786.5611965542
2265817,69907.22665695137
2265818,49616.063973006174
2265822,501108.357605584
2265824,3164075.3267060677
2265830,89307.0761448988
2265831,239525.98526211779
2265833,347309.2419752041
2265834,1076779.5225222076
2265851,983938.313564968
2265853,103846.95494795922
2265857,181185.13604174377
2265868,639279.8073511415
2265869,149856.17822726048
2265870,142472.1790279816
2265871,248150.03206577155
2265872,574920.2984599713
2265873,162622.00620045056
2265874,238976.7768670076
2265876,167441.414298146
2265877,280129.59114820644
2265879,214966.0583552126
2265881,53088.47137839861
2265886,406665.5801053381
2265887,1673526.789465519
2265888,210322.77097264456
2265889,81125.47691390214
2265926,140392.79240638483
2265927,624172.9516248184
2265928,111414.74041144404
2265929,72899.54559469469
2265930,99474.97666565562
2265931,282753.6537616649
2265932,190783.92643984366
2265933,336156.2804186446
2265934,781691.2036169779
2265936,193489.49157185617
2265937,93730.08865158162
2265938,110451.77668968559
2265946,244610.05939673923
2265954,1023411.0380878216
2265955,131949.73652886474
2265957,742132.2196600816
2265959,413113.0267997411
2265963,787913.2162798963
2265964,130379.2359520723
2265966,92907.10332860005
2265967,193620.4332040823
2265968,185748.40201095014
2265974,93773.15945313979
2265978,909612.3595338821
2265980,248990.5665823685
2265981,928927.5256675041
2265982,682631.711217165
2265983,496097.8514891387
2265984,148358.45027353326
2265988,606213.958401222
2265989,111276.03727271766
2265991,213432.1641563807
2266020,227813.51058301586
2266031,723828.8094127249
2266032,460384.0012170742
2266064,337974.9572566073
2266079,1069111.3975987262
2266080,1433381.1765999298
2266083,195253.94296823483
2266084,279582.5550079069
2266102,1582575.864579576
2266105,97688.81886420929
2266106,75938.42031921221
2266109,817288.744733542
2266110,1179413.4178979578
2266113,1553586.6142875864
2266114,1129845.3774700086
2266117,762541.4798071214
2266118,975759.7740819446
2266121,362778.87453836034
2266156,322063.48377909174
2266158,418625.8024196366
2266159,129776.38800586267
2266171,649713.3653194266
2266172,1058539.373152481
2266177,3363546.045852214
2266178,11099944.541352639
2266179,6863575.776577228
2266180,8899021.278431661
2266189,236675.95673867475
2266190,427789.2492192177
2266244,853050.1781370221
2266245,965588.5555081121
2266254,634390.2645964739
2266255,763593.8461595289
2266258,799617.4710219622
2266259,581007.9926444248
2266260,577188.4128040368
2266261,745444.062526942
2266262,775997.8761402105
2266263,709088.0669378334
2266277,530184.2044371011
2266278,158386.217536852
2266279,106785.18080013985
2266284,673894.5254842135
2266285,731216.049908048
2266294,718579.8676829038
2266297,1024585.0994143499
2266316,787066.2035982271
2266317,738108.4911538038
2266320,194675.5128050546
2266321,207090.68212780164
2266322,744907.0016008035
2266323,612004.275542071
2266334,406940.7407863878
2266335,531964.9876225911
2266342,514941.29935859545
2266348,1125166.8665500376
2266352,942057.594488247
2266353,1423728.7108481114
2266356,719049.7884367066
2266357,1057742.0921506318
2266366,1612269.3088869401
2266367,2014228.5278891397
2266373,256245.64645100682
2266374,216390.35421625336
2266378,187046.00190355352
2266444,939662.1359705416
2266446,714268.1978932277
2266447,1515552.5505974514
2266449,154160.45289718275
2266452,882313.1280055078
2266454,179843.08231298474
2266455,261719.25416457767
2266467,1143793.297989122
2266469,1208544.9075085535
2266477,780747.8069480695
2266478,258463.17742813873
2266481,174660.9542388444
2266483,261520.3423717564
2266485,157503.1138706686
2266486,629607.7497633453
2266487,688294.0201288828
2266489,811710.0229449683
2266503,694799.7202883563
2266519,135715.25728431347
2266523,708817.717848423
2266527,847609.1872766877
2266530,154527.9759620837
2266532,569439.6661588665
2266533,218405.06108452182
2266534,222099.43166024127
2266562,846534.6475654248
2266563,595065.1494158499
2266569,86255.9094882101
2266570,2166106.1055018143
2266571,11838.82643155837
2266572,570316.1043922337
2266574,959746.2335727162
2266587,140268.93484144015
2266597,238534.89109969104
2266599,70874.48020588471
2266602,892009.5903514948
2266603,682947.617074602
2266604,1129502.3665138918
2266605,727385.2092760645
2266654,836657.7331371596
2266658,268260.3977290964
2266664,937991.2498957582
2266673,513674.31938114297
2266688,443322.4524224713
2266699,1363371.8782402973
2266700,953527.3896056111
2266701,1290934.2839906928
2266702,1434737.775821215
2266710,179356.78896175092
2266712,158324.64179115224
2266717,82317.58612322547
2266722,214305.76586060022
2266723,163051.41928565875
2266729,140786.96715007804
2266730,92936.77355378844
2266731,308159.8741259167
2266732,109377.20578419541
2266733,198931.36959355944
2266734,115940.58527409183
2266735,226797.33518403178
2266736,208112.97506991835
2266737,179951.90739507726
2266739,89316.53659726097
2266740,103623.41835419409
2266741,169411.2171479365
2266742,191952.56101268562
2266743,77604.7148963332
2266744,193792.11180692213
2266748,184891.18344721003
2266749,457638.0541828906
2266775,139781.75459220758
2266781,166533.62539229853
2266783,218298.99972889596
2266784,234181.5416034249
2266793,483903.2702351765
2266795,148275.33249101863
2266802,503850.78737595706
2266805,199104.291891275
2266816,2365788.681595521
2266826,196043.59381061065
2266835,319188.8312932035
2266836,517963.7935988602
2266838,99705.0431509408
2266839,206994.56457669823
2266845,709363.0333367842
2266848,238450.17859154928
2266851,90412.51611915948
2266856,288760.496513198
2266857,192701.91389693637
2266863,1029528.569359834
2266865,221726.4313728304
2266888,48830.71862541193
2266889,164979.44715143557
2266893,681371.522598919
2266898,441733.0291057771
2266918,186562.21652964252
2266924,436953.81662401505
2266945,183657.04640563438
2266947,171741.64998727888
2267013,96805.71621410905
2267025,1612096.967272405
2267031,129812.78894061045
2267032,96490.56917748379
2267033,54950.76331565365
2267034,83870.01723648084
2267049,289120.14339343883
2267051,190583.36388378977
2267067,112673.60830688724
2267073,181720.38132128588
2267074,140020.0765169961
2267075,106547.87011993115
2267076,462831.9235435179
2267086,189731.923639153
2267097,294962.33857653086
2267100,109351.92617847874
2267105,243590.7617575747
2267108,201912.1060730792
2267109,142108.10424100148
2267129,311869.989594245
2267140,151777.13174715033
2267141,136764.46457578114
2267142,189766.74826203447
2267143,157332.32124920684
2267144,181758.6827657622
2267145,232625.86322712604
2267146,226307.65699214442
2267147,799634.9578527819
2267148,81378.60129090949
2267149,61189.91189742597
2267156,1196283.2956487595
2267168,294385.39571728953
2267169,76094.54951572912
2267178,187324.65938153182
2267180,229536.50054143195
2267181,98809.58817984816
2267185,163093.92713777756
2267198,338823.2870846162
2267200,282005.2857161568
2267207,231146.56097839455
2267210,81020.04466225684
2267213,563690.3917161177
2267217,329286.49147084553
2267222,132712.59573614792
2267229,499907.8911936776
2267237,992872.665090406
2267238,237241.9186371015
2267239,425884.13311379
2267251,179795.79890604937
2267255,456036.34517073154
2267257,229232.7345100391
2267259,268248.9349436266
2267260,201709.84454788713
2267261,137320.53136998042
2267262,208977.7577516437
2267264,134660.66519927385
2267302,576800.0616798637
2267306,84329.2429646012
2267307,228025.35742340892
2267308,84607.22880033535
2267311,742370.1112517269
2267312,519612.0017956429
2267315,403522.1627703333
2267316,234921.71894025223
2267318,1178596.908974595
2267319,2781783.517248609
2267321,2336361.1031549396
2267323,1096444.7914894826
2267324,2316925.260557916
2267325,1459472.3535199508
2267326,1147534.7410050668
2267332,763234.2948372776
2267333,472986.31571649946
2267334,83744.43338648883
2267336,157741.81525224543
2267337,216372.9088526457
2267338,293907.9057040782
2267339,427107.8882511673
2267341,120346.11119154995
2267342,115739.04008996616
2267344,274328.5787324007
2267345,127429.13908466362
2267348,988908.4927342165
2267349,303367.43729649053
2267350,1027980.8671556858
2267365,763710.2590956247
2267366,560475.1445982206
2267367,364030.3854374839
2267371,1122964.7925933835
2267372,1041890.0031923202
2267373,789719.6291587971
2267376,170016.1836367829
2267386,124315.66898367059
2267475,241710.2341505335
2267480,206268.1242316371
2267487,687983.2683970485
2267488,245862.02573766216
2267489,328711.2899602794
2267504,565237.9394600084
2267515,105628.79557756048
2267516,245047.58712183347
2267517,77830.85276031113
2267518,208089.48926590054
2267519,119578.32967652152
2267520,98460.69179650638
2267521,196368.54395143094
2267522,171729.36849537655
2267523,67305.93003489939
2267524,122703.45950678225
2267525,245630.75654265328
2267527,621779.5912310322
2267528,80872.10635844548
2267529,65270.292294403174
2267530,706929.7572320517
2267533,219666.3454905681
2267544,176027.41062418016
2267546,152482.2772097441
2267547,258116.113087822
2267551,187480.95513919278
2267552,192368.81342531115
2267602,546116.5726401723
2267603,341193.20224551356
2267605,127228.24709546569
2267608,147309.6490745086
2267609,225771.33810457494
2267612,391907.0477747605
2267614,345163.4234312261
2267621,273185.6730151444
2267623,124208.34580512528
2267624,671454.2545443609
2267627,174193.23674272205
2267628,365590.04765865795
2267629,155624.67445729705
2267632,1609431.1639895865
2267633,170218.01537226798
2267634,62499.73806195981
2267635,93279.58422413938
2267636,169161.81298566255
2267637,326239.28649213974
2267638,320168.4981180388
2267646,216054.8485596702
2267653,431418.6953560123
2267654,181135.8900581
2267657,254429.07568640466
2267668,200414.3325452749
2267670,1071345.922231654
2267671,690721.553698791
2267672,580395.4237719083
2267673,917021.309613994
2267674,755563.9341189406
2267675,109338.15931654713
2267677,615454.997332115
2267693,203297.40399504022
2267694,3937674.9774133917
2267696,372953.9441640092
2267705,192994.86789765145
2267711,93261.48860373267
2267712,220087.73859123274
2267731,208407.31796669684
2267792,2372899.632798175
2267800,257174.95906132655
2267821,3643792.9693965544
2267839,507619.00843703595
2267840,700431.0502904461
2267900,217466.15087435942
2267908,196182.58418058165
2267928,380411.99193799356
2267932,228199.31719188596
2267934,146654.87433358494
2267936,850405.6009579538
2267943,119979.78835692914
2267946,95862.49444494476
2267947,46838.01906851839
2267951,517064.50797983573
2267953,88543.89435350349
2267958,328009.08513555065
2267960,55458.70572461252
2267964,194558.5429386462
2267978,119596.64417191998
2267981,1254930.2590808496
2267982,278377.73163254635
2267985,393940.4983945605
2267994,130229.59880874715
2268002,956710.084716536
2268003,188954.7019236829
2268005,342847.6432919115
2268029,1040552.9154148136
2268036,875431.3249871151
2268045,551996.806506869
2268050,78037.90774101125
2268051,113781.69966861421
2268052,304534.12856711634
2268053,228542.6624173806
2268055,292805.17457941326
2268059,151614.48287571842
2268091,224986.25586093788
2268145,71378.0086874537
2268150,296168.1927869003
2268158,521901.26523391367
2268159,965071.0205743158
2268160,165317.28901012705
2268161,760153.0074093763
2268170,426489.16091527295
2268189,306726.32860674587
2268193,206979.02206679495
2268201,389577.875120685
2268204,408575.6778234906
2268208,272031.05277872295
2268218,168878.08878608228
2268221,225876.0460865493
2268224,493976.693595406
2268227,273213.71791365894
2268231,261137.1886289787
2268234,175971.19555112754
2268237,226508.62309154126
2268240,306297.643341787
2268244,112296.7753191129
2268248,261311.0183891802
2268254,141630.77127533537
2268267,290403.06321737025
2268270,374558.18332208856
2268273,290825.79928589356
2268284,420280.221135663
2268286,101179.41518478263
2268294,184750.97351167013
2268295,71707.87473374805
2268297,158093.53485722357
2268300,179598.74083011667
2268301,271486.0759467218
2268303,407557.3699328484
2268305,274262.4017866548
2268307,305152.218902636
2268309,244226.47051322908
2268312,500525.7599251858
2268315,258244.6136277658
2268317,232905.4127463975
2268318,450112.3381137285
2268325,239452.77500453254
2268327,613833.7125969164
2268329,253197.52579674323
2268332,410272.7364935506
2268333,350224.5926286098
2268338,178190.78922337177
2268340,251207.21775588123
2268343,196257.2500726583
2268345,231224.7872519065
2268347,137110.18095869297
2268351,111986.00940061125
2268355,224609.73271608932
2268357,378835.2880434361
2268359,417546.8044873502
2268367,91167.54803147874
2268372,337897.5787232726
2268374,158447.52309900252
2268376,193381.73999066162
2268381,247431.33918330248
2268386,161476.8236311935
2268390,330844.33785787737
2268392,148703.86995960082
2268395,311382.1683662778
2268399,239622.89479371073
2268406,181585.0890772932
2268408,564135.7648963706
2268413,220606.34747121134
2268419,271894.5270566338
2268425,252063.99067422756
2268429,332220.70349150413
2268432,212579.9056364558
2268437,166194.19246444374
2268439,155610.23395186148
2268441,158780.67165560008
2268449,225027.16129429967
2268453,322799.14872990147
2268455,443533.3973884473
2268474,375983.0683874654
2268475,83590.62727628184
2268479,313889.7364955347
2268483,159731.38608168316
2268485,332706.5903395536
2268491,301517.6768398722
2268497,172431.1495207269
2268505,110460.25957166635
2268508,197078.16353459843
2268511,290169.9074154085
2268517,107080.05606155291
2268519,151681.95541791286
2268521,175331.24513699685
2268529,120944.69268787009
2268531,419706.4663692968
2268533,185354.41498712453
2268535,501847.67601708113
2268537,160979.29573380516
2268541,704695.5136315031
2268543,237795.13958141318
2268545,176274.93058105485
2268546,307879.32289824384
2268548,166010.63985629837
2268550,216046.9040163273
2268553,127099.18859980744
2268567,65687.50493642743
2268569,141388.58917591997
2268573,198470.19706178654
2268582,325308.5656877128
2268587,156416.86106777954
2268591,60255.36358778426
2268593,130602.33512979926
2268597,142426.5558348614
2268599,82644.03825996481
2268601,94946.07511888523
2268603,443808.76001786324
2268605,137399.4749119885
2268607,315815.9322550555
2268609,221037.95162925016
2268612,199799.00221535098
2268614,368997.9996154015
2268616,153762.9200339824
2268622,283772.2692349274
2268624,237433.90831813787
2268626,157728.04491225438
2268628,690161.9252006392
2268629,144510.75560132763
2268631,113236.68745079232
2268635,234130.74271174698
2268640,161720.2222176828
2268642,178579.0605678592
2268650,460849.3084276267
2268652,195779.75364058214
2268656,178432.9576827108
2268662,592199.7428788212
2268664,375478.41640624916
2268666,191929.63212861537
2268668,345954.8621920099
2268670,199339.01354016652
2268676,206597.53687923407
2268684,474075.76297904126
2268690,141827.04899346
2268692,118703.28132999598
2268696,149475.2344356931
2268698,114335.8455387806
2268700,85466.0129506992
2268702,93254.01662986497
2268704,160509.31873149032
2268706,128718.65562991504
2268708,87783.31371916254
2268710,104646.12279637285
2268712,192690.48719424117
2268714,106730.20569258672
2268716,88018.23102604956
2268717,121550.54864369525
2268719,213047.35047186087
2268722,137028.7100224191
2268724,102402.48060787628
2268735,95629.49944906724
2268737,222293.4791692008
2268739,258073.85843261005
2268741,191572.5422102596
2268749,148759.68128081417
2268751,150455.02364796682
2268754,99068.41431427657
2268756,121182.89644778219
2268763,78504.21234889363
2268765,429552.1189040809
2268769,141781.11653489442
2268771,140787.91536638312
2268779,238143.98192669626
2268783,167233.10621084843
2268785,232761.9002275447
2268787,231773.18045559342
2268789,155518.00702024938
2268797,515053.6451441433
2268801,153749.94762695566
2268803,152830.6978673804
2268807,372446.62148618774
2268809,305273.6197704066
2268815,132462.4793315888
2268836,359991.748992157
2268838,181983.47401944804
2268842,446912.26636673004
2268852,136208.6302693905
2268873,104946.5908903692
2268889,164521.34918626296
2268892,215866.52787289617
2268895,177037.8693619734
2268897,327765.39928223216
2268905,173040.80741775024
2268908,168300.1453354307
2268912,378350.7045011951
2268919,132149.49328130385
2268925,178671.32151111643
2268935,213474.08505530635
2268947,144651.02963911774
2268951,319125.56920642266
2268975,161199.71440088665
2268977,205886.95775292907
2268983,122633.07075234423
2268997,323801.7687421833
2269000,320741.4619163306
2269002,474994.6396655542
2269005,137567.49256256502
2269007,194198.37439874085
2269009,305650.1644045323
2269017,199363.43409981666
2269023,135251.41186541316
2269029,142760.20413638782
2269035,539883.985701694
2269037,139908.80827240064
2269041,167734.80715632607
2269045,132469.12816590647
2269055,205207.22574149977
2269057,609819.2751002611
2269067,166237.950766491
2269069,540914.6534474549
2269075,108964.32666695616
2269077,116879.18140215735
2269081,308162.175322124
2269094,76220.33899887693
2269102,133430.86005116015
2269110,143395.64327548104
2269116,330947.2597464552
2269122,106994.77784582657
2269129,258696.97609408968
2269155,224518.20601954666
2269172,91703.00956304246
2269176,122619.86320021935
2269179,198399.07796962906
2269180,510924.7056369392
2269181,179922.2647247739
2269185,282516.73136642214
2269187,130557.54900777838
2269193,103100.86524484814
2269197,121507.7745209452
2269203,101350.10142606674
2269205,687053.7248573969
2269206,231166.92191143343
2269210,178959.18785119808
2269211,178564.16729937095
2269215,173027.2346177
2269216,198410.2229887871
2269237,186290.68003395613
2269238,394644.69358938205
2269240,185746.03991677982
2269257,454349.2800732124
2269278,685368.8473925298
2269302,337504.74546299194
2269304,197345.6659718646
2269314,201412.03791500718
2269315,207554.45765923918
2269325,158304.76080822427
2269326,144153.32048853076
2269338,148575.53160721305
2269361,253253.35307329142
2269380,566777.639831805
2269386,276375.069430087
2269392,183205.9228540727
2269403,506090.5356753653
2269424,415241.7890267789
2269430,288111.661433928
2269432,125892.32911335956
2269437,127990.22019390795
2269438,147849.30732513368
2269450,194337.1318796477
2269457,128769.428617464
2269459,327848.8341951198
2269462,349987.29266368365
2269463,144930.86155282136
2269464,244645.61227800412
2269470,229328.2090793528
2269483,86593.69231159
2269535,552848.636040214
2269542,321688.4102622323
2269549,230928.5568911756
2269640,271171.3409893099
2269641,487635.3131066898
2269696,292376.44540032523
2269715,261938.3203247025
2269722,144829.9480372534
2269758,365193.7974041603
2269761,57552.27290298125
2269762,172119.64394311325
2269763,531000.8860721609
2269794,244324.6640170414
2269795,359755.39959808113
2269800,124321.49092424262
2270115,1940747.631563503
2270126,159329.74913519694
2270130,557631.7848038246
2270131,126318.11679521862
2270139,478848.55950151716
2270165,126499.25761623545
2270166,95831.19393486627
2270167,221576.89046098164
2270209,394265.2163126505
2270216,492029.63897906226
2270219,160704.47294217985
2270226,285825.01289946993
2270227,299439.3317356439
2270232,2089522.6148486172
2270235,671388.4126659629
2270243,313845.2963913607
2270246,476866.9187310158
2270248,1128396.0530240503
2270260,117192.33286118344
2270276,613264.6082779339
2270280,209564.66555246158
2270290,1573586.8542715467
2270317,231458.21452009145
2270326,445661.62623732735
2270337,120283.96108915097
2270351,569300.9660041188
2270358,407644.55636158056
2270363,387772.1191323139
2270373,632479.416606189
2270386,99215.85049251541
2270387,677920.7876785564
2270414,675116.1115728432
2270416,81521.7504227584
2270417,666186.1083848794
2270424,266773.4806952143
2270426,387457.62297990784
2270436,401019.56683281873
2270439,361820.16187750467
2270454,514425.89319675264
2270455,166197.17364459325
2270457,250594.12385308015
2270458,286357.91580073984
2270463,744430.7452159687
2270464,836931.2648441776
2270465,618618.0666587654
2270491,287156.07450388174
2270516,152884.1704855429
2270518,267196.2928889296
2270524,221538.14761755377
2270526,375478.7611404944
2270528,133681.32872727021
2270539,322281.2702106318
2270543,399969.02354190755
2270546,288376.02598213597
2270549,236516.8791221088
2270550,348541.17630585376
2270552,155132.37700828625
2270556,304740.84638226236
2270565,232039.89596771658
2270568,87672.07948267568
2270578,374801.3722728266
2270588,941436.9986458553
2270589,1091268.5651078785
2270596,95970.35472951054
2270597,88198.96633478056
2270598,109157.662503566
2270601,639961.0166541659
2270604,97254.4628565973
2270607,382358.96413149463
2270722,78269.96462214683
2270746,521523.3853342676
2270749,363680.36495720554
2270750,191554.95686294645
2270752,226498.75875056794
2270765,194038.0299955346
2270769,95914.00618087732
2270770,87870.13697384248
2270800,348796.57686789613
2270815,653793.0054118378
2270816,834279.8156688804
2270824,88739.64187440302
2270825,334176.74080833973
2270830,759245.0013605484
2270851,527312.9990496623
2270863,342803.35336498765
2270871,330418.51120898756
2270874,569255.3760573418
2270937,900335.0300877272
2270939,212977.1556434493
2270940,576205.5152040718
2270941,580684.3366347712
2270942,686110.4127384506
2270947,461154.61940218497
2270949,191379.37047432899
2270958,554827.9886761985
