barrio,dump_date_month,dump_date_year,precio_unitario_mediana,property_type,state_name,superficies_mediana
Abasto,3,2016,1931.0344827586207,apartment,Capital Federal,60.0
Abasto,4,2016,1951.203208556149,apartment,Capital Federal,44.0
Abasto,5,2016,2073.170731707317,apartment,Capital Federal,41.0
Abasto,6,2016,2054.054054054054,apartment,Capital Federal,41.0
Abasto,7,2016,2102.374839537869,apartment,Capital Federal,41.0
Abasto,8,2016,2131.5789473684213,apartment,Capital Federal,41.0
Abasto,9,2016,2090.909090909091,apartment,Capital Federal,41.0
Abasto,10,2016,2073.170731707317,apartment,Capital Federal,41.0
Abasto,11,2016,2090.909090909091,apartment,Capital Federal,43.0
Abasto,12,2016,2080.338266384778,apartment,Capital Federal,50.0
Abasto,1,2017,2080.338266384778,apartment,Capital Federal,46.5
Abasto,2,2017,2045.4545454545455,apartment,Capital Federal,47.5
Abasto,3,2017,1913.461538461538,apartment,Capital Federal,57.5
Abasto,4,2017,1962.2065727699533,apartment,Capital Federal,63.5
Abasto,5,2017,2133.333333333333,apartment,Capital Federal,53.0
Abasto,6,2017,2138.0952380952376,apartment,Capital Federal,53.0
Abasto,7,2017,2162.162162162162,apartment,Capital Federal,53.0
Abasto,11,2015,2467.2413793103447,house,Capital Federal,146.0
Abasto,12,2015,2650.0,house,Capital Federal,60.0
Abasto,1,2016,2650.0,house,Capital Federal,60.0
Abasto,2,2016,2650.0,house,Capital Federal,60.0
Abasto,3,2016,2650.0,house,Capital Federal,60.0
Abasto,4,2016,2650.0,house,Capital Federal,60.0
Abasto,7,2016,1187.5,house,Capital Federal,320.0
Abasto,8,2016,1187.5,house,Capital Federal,320.0
Abasto,9,2016,1187.5,house,Capital Federal,320.0
Abasto,3,2017,1646.618482188952,house,Capital Federal,204.5
Abasto,4,2017,1615.3846153846155,house,Capital Federal,260.0
Abasto,5,2017,1615.3846153846155,house,Capital Federal,260.0
Abasto,6,2017,1615.3846153846155,house,Capital Federal,260.0
Abasto,7,2017,2042.0673076923076,house,Capital Federal,290.0
Abasto,9,2014,1345.029239766082,store,Capital Federal,171.0
Abasto,10,2014,1345.029239766082,store,Capital Federal,171.0
Abasto,11,2014,1345.029239766082,store,Capital Federal,171.0
Abasto,12,2014,1345.029239766082,store,Capital Federal,171.0
Abasto,1,2015,1345.029239766082,store,Capital Federal,171.0
Abasto,2,2015,1345.029239766082,store,Capital Federal,171.0
Abasto,3,2015,1280.622727991149,store,Capital Federal,122.5
Abasto,4,2015,1280.622727991149,store,Capital Federal,122.5
Abasto,5,2015,1280.622727991149,store,Capital Federal,122.5
Abasto,6,2015,1280.622727991149,store,Capital Federal,122.5
Abasto,7,2015,1345.029239766082,store,Capital Federal,171.0
Abasto,8,2015,1280.622727991149,store,Capital Federal,122.5
Abasto,9,2015,2600.0,store,Capital Federal,74.0
Abasto,10,2015,2116.6666666666665,store,Capital Federal,59.5
Abasto,11,2015,1899.9999999999998,store,Capital Federal,67.0
Abasto,12,2015,2166.6666666666665,store,Capital Federal,74.0
Abasto,1,2016,1069.7718873454824,store,Capital Federal,96.0
Abasto,2,2016,1069.7718873454824,store,Capital Federal,96.0
Abasto,3,2016,1069.7718873454824,store,Capital Federal,96.0
Abasto,4,2016,1069.7718873454824,store,Capital Federal,96.0
Abasto,5,2016,1069.7718873454824,store,Capital Federal,96.0
Abasto,6,2016,1069.7718873454824,store,Capital Federal,96.0
Abasto,7,2016,1918.6440677966102,store,Capital Federal,67.0
Abasto,8,2016,2655.5555555555557,store,Capital Federal,60.0
Abasto,9,2016,2191.6666666666665,store,Capital Federal,59.5
Abasto,10,2016,1900.0,store,Capital Federal,200.0
Abasto,11,2016,1263.4110787172012,store,Capital Federal,443.0
Abasto,12,2016,1263.4110787172012,store,Capital Federal,443.0
Abasto,1,2017,1263.4110787172012,store,Capital Federal,443.0
Abasto,2,2017,1263.4110787172012,store,Capital Federal,443.0
Abasto,3,2017,1263.4110787172012,store,Capital Federal,443.0
Abasto,4,2017,1900.0,store,Capital Federal,200.0
Abasto,5,2017,1664.2857142857147,store,Capital Federal,198.0
Abasto,6,2017,1909.5959595959596,store,Capital Federal,155.0
Abasto,7,2017,1900.0,store,Capital Federal,198.0
Adolfo Alsina,11,2013,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,12,2013,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,1,2014,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,2,2014,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,3,2014,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,4,2014,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,5,2014,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,6,2014,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,7,2014,14689.564814814816,apartment,Buenos Aires Interior,64.5
Adolfo Alsina,8,2015,480.0,house,Buenos Aires Interior,250.0
Adolfo Alsina,9,2015,480.0,house,Buenos Aires Interior,250.0
Adolfo Alsina,10,2015,480.0,house,Buenos Aires Interior,250.0
Adolfo Alsina,11,2015,480.0,house,Buenos Aires Interior,250.0
Adolfo Alsina,12,2015,480.0,house,Buenos Aires Interior,250.0
Agronomía,11,2013,1954.5454545454545,PH,Capital Federal,65.0
Agronomía,12,2013,1954.1958041958042,PH,Capital Federal,62.5
Agronomía,1,2014,1954.1958041958042,PH,Capital Federal,62.5
Agronomía,2,2014,1954.1958041958042,PH,Capital Federal,62.5
Agronomía,4,2014,1153.4515308216367,PH,Capital Federal,121.5
Agronomía,5,2014,801.5267175572519,PH,Capital Federal,150.0
Agronomía,6,2014,1224.4897959183672,PH,Capital Federal,196.0
Agronomía,7,2014,1224.4897959183672,PH,Capital Federal,196.0
Agronomía,8,2014,1122.4489795918366,PH,Capital Federal,196.0
Agronomía,9,2014,1122.4489795918366,PH,Capital Federal,196.0
Agronomía,10,2014,1122.4489795918366,PH,Capital Federal,196.0
Agronomía,11,2014,1122.4489795918366,PH,Capital Federal,196.0
Agronomía,12,2014,1122.4489795918366,PH,Capital Federal,196.0
Agronomía,1,2015,1122.4489795918366,PH,Capital Federal,196.0
Agronomía,2,2015,1122.4489795918366,PH,Capital Federal,196.0
Agronomía,6,2015,565.340909090909,PH,Capital Federal,131.0
Agronomía,10,2015,1121.4953271028037,PH,Capital Federal,124.0
Agronomía,12,2015,1821.21568627451,PH,Capital Federal,71.5
Agronomía,4,2016,625.0,PH,Capital Federal,264.0
Agronomía,5,2016,625.0,PH,Capital Federal,264.0
Agronomía,6,2016,625.0,PH,Capital Federal,264.0
Agronomía,7,2016,1950.0,PH,Capital Federal,100.0
Agronomía,8,2016,1950.0,PH,Capital Federal,100.0
Agronomía,9,2016,1930.8823529411766,PH,Capital Federal,84.0
Agronomía,10,2016,1911.764705882353,PH,Capital Federal,68.0
Agronomía,11,2016,1869.5652173913047,PH,Capital Federal,115.0
Agronomía,12,2016,1674.7826086956525,PH,Capital Federal,145.0
Agronomía,1,2017,1467.1020003306335,PH,Capital Federal,187.5
Agronomía,2,2017,1375.0,PH,Capital Federal,120.0
Agronomía,3,2017,1622.2826086956525,PH,Capital Federal,117.5
Agronomía,4,2017,1610.1694915254238,PH,Capital Federal,115.0
Agronomía,5,2017,1580.3656446391165,PH,Capital Federal,89.0
Agronomía,6,2017,1550.561797752809,PH,Capital Federal,89.0
Agronomía,7,2017,1580.3656446391165,PH,Capital Federal,102.0
Agronomía,8,2013,1038.4615384615388,apartment,Capital Federal,260.0
Agronomía,9,2013,1038.4615384615388,apartment,Capital Federal,260.0
Agronomía,10,2013,585.3464717101083,apartment,Capital Federal,432.5
Agronomía,11,2013,1504.7570850202433,apartment,Capital Federal,44.5
Agronomía,12,2013,1669.1176470588234,apartment,Capital Federal,48.5
Agronomía,1,2014,1669.1176470588234,apartment,Capital Federal,48.5
Agronomía,2,2014,1500.0,apartment,Capital Federal,52.0
Agronomía,3,2014,1681.9548872180449,apartment,Capital Federal,112.5
Agronomía,4,2014,1966.4285714285716,apartment,Capital Federal,47.5
Agronomía,5,2014,1966.4285714285716,apartment,Capital Federal,53.0
Agronomía,6,2014,1990.0,apartment,Capital Federal,40.0
Agronomía,7,2014,2287.581699346405,apartment,Capital Federal,38.0
Agronomía,8,2014,2235.714285714286,apartment,Capital Federal,40.0
Agronomía,9,2014,1942.857142857143,apartment,Capital Federal,40.0
Agronomía,10,2014,2285.714285714286,apartment,Capital Federal,68.0
Agronomía,11,2014,2407.142857142857,apartment,Capital Federal,54.0
Agronomía,12,2014,2013.888888888889,apartment,Capital Federal,70.0
Agronomía,1,2015,2013.888888888889,apartment,Capital Federal,72.0
Agronomía,2,2015,2013.888888888889,apartment,Capital Federal,72.0
Agronomía,3,2015,1875.0,apartment,Capital Federal,72.0
Agronomía,4,2015,1875.0,apartment,Capital Federal,72.0
Agronomía,5,2015,1875.0,apartment,Capital Federal,72.0
Agronomía,6,2015,1486.4864864864865,apartment,Capital Federal,60.0
Agronomía,7,2015,1157.8947368421052,apartment,Capital Federal,95.0
Agronomía,8,2015,1761.1940298507463,apartment,Capital Federal,67.0
Agronomía,9,2015,1459.5443833464258,apartment,Capital Federal,81.0
Agronomía,10,2015,1730.597014925373,apartment,Capital Federal,53.0
Agronomía,11,2015,1588.1441847366941,apartment,Capital Federal,55.5
Agronomía,12,2015,1855.8823529411766,apartment,Capital Federal,51.5
Agronomía,1,2016,1470.588235294117,apartment,Capital Federal,50.0
Agronomía,2,2016,1639.549436795995,apartment,Capital Federal,73.5
Agronomía,3,2016,1808.5106382978727,apartment,Capital Federal,50.0
Agronomía,4,2016,1666.5441176470586,apartment,Capital Federal,73.5
Agronomía,5,2016,1862.5,apartment,Capital Federal,50.0
Agronomía,6,2016,2209.3023255813955,apartment,Capital Federal,43.0
Agronomía,7,2016,2474.2268041237107,apartment,Capital Federal,44.0
Agronomía,8,2016,2474.2268041237107,apartment,Capital Federal,44.0
Agronomía,9,2016,2115.3846153846152,apartment,Capital Federal,47.0
Agronomía,10,2016,2207.6923076923076,apartment,Capital Federal,49.5
Agronomía,11,2016,2196.8229166666665,apartment,Capital Federal,54.5
Agronomía,12,2016,2115.3846153846152,apartment,Capital Federal,64.0
Agronomía,1,2017,2127.428571428572,apartment,Capital Federal,64.0
Agronomía,2,2017,2210.5263157894738,apartment,Capital Federal,64.0
Agronomía,3,2017,2160.669642857143,apartment,Capital Federal,59.5
Agronomía,4,2017,2219.5488721804513,apartment,Capital Federal,56.5
Agronomía,5,2017,2210.5263157894738,apartment,Capital Federal,57.0
Agronomía,6,2017,2160.669642857143,apartment,Capital Federal,57.0
Agronomía,7,2017,2228.5714285714284,apartment,Capital Federal,57.0
Agronomía,8,2013,1362.9807692307695,house,Capital Federal,210.0
Agronomía,9,2013,1362.9807692307695,house,Capital Federal,210.0
Agronomía,10,2013,1362.9807692307695,house,Capital Federal,210.0
Agronomía,11,2013,1411.4130434782608,house,Capital Federal,242.5
Agronomía,12,2013,1333.3333333333333,house,Capital Federal,260.0
Agronomía,1,2014,1333.3333333333333,house,Capital Federal,260.0
Agronomía,2,2014,1333.3333333333333,house,Capital Federal,260.0
Agronomía,3,2014,1137.3555840821564,house,Capital Federal,300.0
Agronomía,4,2014,1189.922480620155,house,Capital Federal,287.5
Agronomía,5,2014,853.6585365853657,house,Capital Federal,275.0
Agronomía,6,2014,853.6585365853657,house,Capital Federal,410.0
Agronomía,7,2014,1130.5329719963866,house,Capital Federal,340.0
Agronomía,8,2014,853.6585365853657,house,Capital Federal,410.0
Agronomía,9,2014,853.6585365853657,house,Capital Federal,410.0
Agronomía,10,2014,6125.0,house,Capital Federal,40.0
Agronomía,11,2014,1144.927536231884,house,Capital Federal,69.0
Agronomía,12,2014,853.6585365853657,house,Capital Federal,410.0
Agronomía,1,2015,775.609756097561,house,Capital Federal,410.0
Agronomía,4,2015,1368.923945107092,house,Capital Federal,204.0
Agronomía,5,2015,1592.9203539823004,house,Capital Federal,339.0
Agronomía,6,2015,538.0952380952381,house,Capital Federal,233.0
Agronomía,8,2015,1030.5555555555557,house,Capital Federal,380.0
Agronomía,9,2015,1030.5555555555557,house,Capital Federal,380.0
Agronomía,10,2015,1074.9185667752442,house,Capital Federal,360.0
Agronomía,11,2015,1111.111111111111,house,Capital Federal,360.0
Agronomía,12,2015,1111.111111111111,house,Capital Federal,360.0
Agronomía,11,2016,1600.9174311926606,house,Capital Federal,214.5
Agronomía,12,2016,1600.9174311926606,house,Capital Federal,214.5
Agronomía,1,2017,1600.9174311926606,house,Capital Federal,214.5
Agronomía,2,2017,1600.9174311926606,house,Capital Federal,214.5
Agronomía,3,2017,1600.9174311926606,house,Capital Federal,214.5
Agronomía,4,2017,1600.9174311926606,house,Capital Federal,214.5
Agronomía,5,2017,1600.9174311926606,house,Capital Federal,214.5
Agronomía,6,2017,1600.9174311926606,house,Capital Federal,214.5
Agronomía,7,2017,1260.0,house,Capital Federal,300.0
Agronomía,6,2015,933.3333333333336,store,Capital Federal,43.0
Agronomía,10,2015,1895.3488372093025,store,Capital Federal,43.0
Agronomía,11,2015,1813.9534883720928,store,Capital Federal,43.0
Agronomía,12,2015,1813.9534883720928,store,Capital Federal,43.0
Agronomía,8,2016,1200.0,store,Capital Federal,350.0
Agronomía,9,2016,1200.0,store,Capital Federal,350.0
Agronomía,10,2016,1200.0,store,Capital Federal,350.0
Agronomía,11,2016,1200.0,store,Capital Federal,350.0
Agronomía,12,2016,1200.0,store,Capital Federal,350.0
Agronomía,1,2017,1200.0,store,Capital Federal,350.0
Agronomía,2,2017,1200.0,store,Capital Federal,350.0
Agronomía,5,2017,1200.0,store,Capital Federal,350.0
Agronomía,6,2017,1200.0,store,Capital Federal,350.0
Agronomía,7,2017,1200.0,store,Capital Federal,350.0
Alberti,8,2013,1666.666666666667,house,Buenos Aires Interior,180.0
Alberti,9,2013,1666.666666666667,house,Buenos Aires Interior,180.0
Alberti,1,2014,3181.818181818182,house,Buenos Aires Interior,110.0
Alberti,2,2014,3181.818181818182,house,Buenos Aires Interior,110.0
Alberti,3,2014,3181.818181818182,house,Buenos Aires Interior,110.0
Alberti,4,2014,538.4615384615385,house,Buenos Aires Interior,650.0
Almagro,8,2013,1783.1325301204818,PH,Capital Federal,130.0
Almagro,9,2013,1554.7169811320755,PH,Capital Federal,136.0
Almagro,10,2013,1600.0,PH,Capital Federal,136.0
Almagro,11,2013,1636.3636363636365,PH,Capital Federal,100.0
Almagro,12,2013,1738.6363636363635,PH,Capital Federal,85.0
Almagro,1,2014,1750.0,PH,Capital Federal,83.0
Almagro,2,2014,1738.6363636363635,PH,Capital Federal,77.5
Almagro,3,2014,1783.1325301204818,PH,Capital Federal,73.0
Almagro,4,2014,1338.5826771653544,PH,Capital Federal,93.0
Almagro,5,2014,1435.934144595562,PH,Capital Federal,108.0
Almagro,6,2014,1489.3617021276596,PH,Capital Federal,106.0
Almagro,7,2014,1329.7872340425529,PH,Capital Federal,110.0
Almagro,8,2014,1372.0364741641336,PH,Capital Federal,108.0
Almagro,9,2014,1372.0364741641336,PH,Capital Federal,99.5
Almagro,10,2014,1372.0364741641336,PH,Capital Federal,99.5
Almagro,11,2014,1405.6603773584907,PH,Capital Federal,106.0
Almagro,12,2014,1409.9730458221024,PH,Capital Federal,88.0
Almagro,1,2015,1409.9730458221024,PH,Capital Federal,88.0
Almagro,2,2015,1405.6603773584907,PH,Capital Federal,106.0
Almagro,3,2015,1414.2857142857142,PH,Capital Federal,70.0
Almagro,4,2015,1434.4155844155844,PH,Capital Federal,74.0
Almagro,5,2015,1454.5454545454545,PH,Capital Federal,70.0
Almagro,6,2015,1454.5454545454545,PH,Capital Federal,70.0
Almagro,7,2015,1329.7872340425529,PH,Capital Federal,110.0
Almagro,8,2015,1392.1663442940037,PH,Capital Federal,90.0
Almagro,9,2015,1392.1663442940037,PH,Capital Federal,93.0
Almagro,10,2015,1427.142857142857,PH,Capital Federal,70.0
Almagro,11,2015,1485.92225243961,PH,Capital Federal,91.0
Almagro,12,2015,1538.6473429951689,PH,Capital Federal,92.5
Almagro,1,2016,1467.391304347826,PH,Capital Federal,92.0
Almagro,2,2016,1467.391304347826,PH,Capital Federal,92.0
Almagro,3,2016,1515.1515151515152,PH,Capital Federal,77.0
Almagro,4,2016,1562.5,PH,Capital Federal,77.0
Almagro,5,2016,1797.5,PH,Capital Federal,76.0
Almagro,6,2016,1756.2264150943397,PH,Capital Federal,76.0
Almagro,7,2016,1720.0,PH,Capital Federal,82.0
Almagro,8,2016,1652.1739130434785,PH,Capital Federal,93.0
Almagro,9,2016,1634.5454545454545,PH,Capital Federal,107.0
Almagro,10,2016,1468.926553672317,PH,Capital Federal,160.0
Almagro,11,2016,1468.926553672317,PH,Capital Federal,140.0
Almagro,12,2016,1685.0694444444443,PH,Capital Federal,139.0
Almagro,1,2017,1650.0,PH,Capital Federal,122.0
Almagro,2,2017,1659.090909090909,PH,Capital Federal,117.0
Almagro,3,2017,1654.5454545454545,PH,Capital Federal,130.0
Almagro,4,2017,1824.2647058823527,PH,Capital Federal,111.0
Almagro,5,2017,1829.2682926829266,PH,Capital Federal,95.0
Almagro,6,2017,1829.2682926829266,PH,Capital Federal,95.0
Almagro,7,2017,1829.2682926829266,PH,Capital Federal,107.0
Almagro,8,2013,2184.375,apartment,Capital Federal,51.0
Almagro,9,2013,2200.0,apartment,Capital Federal,51.0
Almagro,10,2013,2215.0403225806454,apartment,Capital Federal,50.0
Almagro,11,2013,2070.4615384615386,apartment,Capital Federal,50.0
Almagro,12,2013,2060.6060606060605,apartment,Capital Federal,50.0
Almagro,1,2014,2064.0,apartment,Capital Federal,51.0
Almagro,2,2014,2046.0317460317456,apartment,Capital Federal,53.0
Almagro,3,2014,2085.714285714286,apartment,Capital Federal,50.0
Almagro,4,2014,1966.666666666667,apartment,Capital Federal,55.0
Almagro,5,2014,1963.793103448276,apartment,Capital Federal,54.0
Almagro,6,2014,1970.142602495543,apartment,Capital Federal,52.0
Almagro,7,2014,1884.4197138314785,apartment,Capital Federal,55.5
Almagro,8,2014,1887.873015873016,apartment,Capital Federal,54.0
Almagro,9,2014,1923.0769230769226,apartment,Capital Federal,53.0
Almagro,10,2014,1893.939393939394,apartment,Capital Federal,52.0
Almagro,11,2014,1938.4684684684685,apartment,Capital Federal,52.0
Almagro,12,2014,1955.555555555556,apartment,Capital Federal,52.0
Almagro,1,2015,1976.2038073908172,apartment,Capital Federal,50.0
Almagro,2,2015,1936.936936936937,apartment,Capital Federal,54.0
Almagro,3,2015,1955.555555555556,apartment,Capital Federal,56.0
Almagro,4,2015,1950.0,apartment,Capital Federal,56.0
Almagro,5,2015,1950.0,apartment,Capital Federal,56.0
Almagro,6,2015,1975.6097560975606,apartment,Capital Federal,55.0
Almagro,7,2015,1942.2222222222224,apartment,Capital Federal,51.5
Almagro,8,2015,2115.3846153846152,apartment,Capital Federal,53.0
Almagro,9,2015,2117.6279069767443,apartment,Capital Federal,51.0
Almagro,10,2015,2163.333333333333,apartment,Capital Federal,50.0
Almagro,11,2015,2152.1739130434785,apartment,Capital Federal,49.0
Almagro,12,2015,2142.8571428571427,apartment,Capital Federal,48.0
Almagro,1,2016,2095.2380952380954,apartment,Capital Federal,50.0
Almagro,2,2016,2095.2380952380954,apartment,Capital Federal,53.0
Almagro,3,2016,2114.855072463768,apartment,Capital Federal,54.0
Almagro,4,2016,2081.395348837209,apartment,Capital Federal,58.0
Almagro,5,2016,2017.2413793103449,apartment,Capital Federal,58.0
Almagro,6,2016,2000.0,apartment,Capital Federal,63.5
Almagro,7,2016,2047.7193625206082,apartment,Capital Federal,55.5
Almagro,8,2016,2056.603773584906,apartment,Capital Federal,58.0
Almagro,9,2016,2094.4444444444443,apartment,Capital Federal,57.5
Almagro,10,2016,2117.424242424242,apartment,Capital Federal,56.5
Almagro,11,2016,2131.5789473684213,apartment,Capital Federal,55.0
Almagro,12,2016,2140.873015873016,apartment,Capital Federal,56.0
Almagro,1,2017,2195.121951219512,apartment,Capital Federal,56.0
Almagro,2,2017,2184.2105263157896,apartment,Capital Federal,56.0
Almagro,3,2017,2248.1884057971015,apartment,Capital Federal,55.0
Almagro,4,2017,2288.690476190476,apartment,Capital Federal,54.0
Almagro,5,2017,2238.8059701492543,apartment,Capital Federal,54.0
Almagro,6,2017,2261.904761904762,apartment,Capital Federal,53.0
Almagro,7,2017,2238.8059701492543,apartment,Capital Federal,53.0
Almagro,8,2013,1316.6666666666667,house,Capital Federal,215.0
Almagro,9,2013,1230.7692307692307,house,Capital Federal,215.0
Almagro,10,2013,1230.7692307692307,house,Capital Federal,215.0
Almagro,11,2013,1734.350649350649,house,Capital Federal,197.5
Almagro,12,2013,1734.350649350649,house,Capital Federal,197.5
Almagro,1,2014,1727.2727272727273,house,Capital Federal,180.0
Almagro,2,2014,1638.888888888889,house,Capital Federal,180.0
Almagro,3,2014,1540.0,house,Capital Federal,180.0
Almagro,4,2014,1482.5,house,Capital Federal,147.0
Almagro,5,2014,1379.9386267740697,house,Capital Federal,193.5
Almagro,6,2014,1322.3628691983122,house,Capital Federal,237.0
Almagro,7,2014,1500.0,house,Capital Federal,170.0
Almagro,8,2014,1244.7257383966244,house,Capital Federal,237.0
Almagro,9,2014,1883.333333333333,house,Capital Federal,193.5
Almagro,10,2014,1633.333333333333,house,Capital Federal,237.0
Almagro,11,2014,1633.333333333333,house,Capital Federal,237.0
Almagro,12,2014,1633.333333333333,house,Capital Federal,237.0
Almagro,1,2015,1244.7257383966244,house,Capital Federal,300.0
Almagro,2,2015,1244.7257383966244,house,Capital Federal,300.0
Almagro,3,2015,1515.1515151515152,house,Capital Federal,140.0
Almagro,4,2015,1515.1515151515152,house,Capital Federal,140.0
Almagro,5,2015,1540.909090909091,house,Capital Federal,140.0
Almagro,6,2015,1471.8614718614722,house,Capital Federal,187.5
Almagro,7,2015,1444.5674044265593,house,Capital Federal,459.0
Almagro,8,2015,1321.4285714285713,house,Capital Federal,238.0
Almagro,9,2015,1276.5957446808507,house,Capital Federal,307.0
Almagro,10,2015,1386.71875,house,Capital Federal,307.0
Almagro,11,2015,1155.4621848739494,house,Capital Federal,350.0
Almagro,12,2015,1155.4621848739494,house,Capital Federal,350.0
Almagro,1,2016,992.3664122137404,house,Capital Federal,655.0
Almagro,2,2016,992.3664122137404,house,Capital Federal,655.0
Almagro,3,2016,1323.8289205702647,house,Capital Federal,491.0
Almagro,4,2016,1323.8289205702647,house,Capital Federal,491.0
Almagro,5,2016,1323.8289205702647,house,Capital Federal,491.0
Almagro,6,2016,1904.9700158406881,house,Capital Federal,281.5
Almagro,7,2016,1093.0232558139535,house,Capital Federal,430.0
Almagro,8,2016,1093.0232558139535,house,Capital Federal,430.0
Almagro,9,2016,1093.0232558139535,house,Capital Federal,430.0
Almagro,10,2016,1093.0232558139535,house,Capital Federal,430.0
Almagro,11,2016,1035.2334324182548,house,Capital Federal,415.0
Almagro,12,2016,1035.2334324182548,house,Capital Federal,415.0
Almagro,1,2017,1093.0232558139535,house,Capital Federal,430.0
Almagro,2,2017,1379.8219584569733,house,Capital Federal,350.0
Almagro,3,2017,1377.4109792284867,house,Capital Federal,355.0
Almagro,4,2017,1383.7885302488949,house,Capital Federal,343.5
Almagro,5,2017,1387.7551020408166,house,Capital Federal,331.0
Almagro,6,2017,1375.0,house,Capital Federal,331.0
Almagro,7,2017,1101.5355513519526,house,Capital Federal,350.0
